transaction_id,user_id,accountId,date,description,amount_inr,category
6819b2669e9e6f7676af570f,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-02 16:59:23.276,PVR Cinemas Tickets,1143,Entertainment
6819b2669e9e6f7676af5710,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-09 02:41:20.393,Eventbrite Tickets,2300,Entertainment
6819b2669e9e6f7676af5711,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-21 16:32:44.755,Sports Match Entry,1433,Entertainment
6819b2669e9e6f7676af5712,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-08 21:20:33.212,Sports Match Entry,669,Entertainment
6819b2669e9e6f7676af5713,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-29 00:57:43.293,Booking.com Hotel,2148,Travel
6819b2669e9e6f7676af5714,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-26 00:51:18.955,EaseMyTrip,1841,Travel
6819b2669e9e6f7676af5715,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-04-20 23:10:10.743,MakeMyTrip Booking,1707,Travel
6819b2669e9e6f7676af5716,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-10 13:35:15.947,EaseMyTrip,995,Travel
6819b2669e9e6f7676af5717,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-04-20 22:53:56.675,EaseMyTrip,1537,Travel
6819b2669e9e6f7676af5718,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-07 10:28:34.060,EaseMyTrip,1320,Travel
6819b2669e9e6f7676af5719,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-18 00:41:43.896,OYO Rooms,219,Travel
6819b2669e9e6f7676af571a,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-21 19:02:13.687,Booking.com Hotel,19,Travel
6819b2669e9e6f7676af571b,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-06 04:22:30.509,Yatra Flight,2775,Travel
6819b2669e9e6f7676af571c,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-04-05 22:49:22.463,Yatra Flight,3353,Travel
6819b2669e9e6f7676af571d,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-02 14:38:53.825,1mg Order,386,Health
6819b2669e9e6f7676af571e,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-31 15:48:05.574,Fortis Healthcare,922,Health
6819b2669e9e6f7676af571f,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-08 02:22:29.083,Fortis Healthcare,2941,Health
6819b2669e9e6f7676af5720,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-16 16:25:01.224,1mg Order,1385,Health
6819b2669e9e6f7676af5721,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-26 01:43:47.302,Yoga Class Fees,1708,Health
6819b2669e9e6f7676af5722,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-28 06:29:36.268,Udemy Course,321,Education
6819b2669e9e6f7676af5723,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-04-19 02:12:10.081,College Tuition Fee,82,Education
6819b2669e9e6f7676af5724,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-04-23 22:25:29.866,WhiteHat Jr,1923,Education
6819b2669e9e6f7676af5725,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-14 18:11:13.695,WhiteHat Jr,1538,Education
6819b2669e9e6f7676af5726,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-04 15:14:00.638,Exam Registration Fee,224,Education
6819b2669e9e6f7676af5727,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-18 01:27:13.977,School Books,417,Education
6819b2669e9e6f7676af5728,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-30 19:47:44.084,School Books,1625,Education
6819b2669e9e6f7676af5729,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-16 05:29:13.403,WhiteHat Jr,875,Education
6819b2669e9e6f7676af572a,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-13 19:20:31.205,School Books,895,Education
6819b2669e9e6f7676af572b,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-27 09:59:21.719,College Tuition Fee,3390,Education
6819b2669e9e6f7676af572c,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-16 02:15:03.776,Netflix Renewal,2676,Recharge and Subscriptions
6819b2669e9e6f7676af572d,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-11 03:45:24.755,Amazon Prime,1857,Recharge and Subscriptions
6819b2669e9e6f7676af572e,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-22 12:06:33.236,Hotstar Plan,2277,Recharge and Subscriptions
6819b2669e9e6f7676af572f,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-05 12:03:51.351,Hotstar Plan,2911,Recharge and Subscriptions
6819b2669e9e6f7676af5730,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-08 21:43:47.129,Netflix Renewal,2312,Recharge and Subscriptions
6819b2669e9e6f7676af5731,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-04 04:24:21.928,Wallet Top-Up,1090,Others
6819b2669e9e6f7676af5732,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-02 02:26:33.300,GPay Transaction,313,Others
6819b2669e9e6f7676af5733,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-04-06 23:45:56.572,NEFT Transfer,292,Others
6819b2669e9e6f7676af5734,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-02-06 00:03:09.023,GPay Transaction,754,Others
6819b2669e9e6f7676af5735,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-04-29 21:23:43.183,Service Charge,911,Others
6819b2669e9e6f7676af5736,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-14 07:43:14.056,Account Maintenance Fee,1364,Others
6819b2669e9e6f7676af5737,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-23 16:02:00.322,Service Charge,374,Others
6819b2669e9e6f7676af5738,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-16 03:31:33.728,Unknown Payment,530,Others
6819b2669e9e6f7676af5739,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-01-06 11:54:07.829,Wallet Top-Up,462,Others
6819b2669e9e6f7676af573a,6819921664cc431469081bd6,68199cea8433e7fef4277a37,2025-03-31 08:05:49.277,UPI to Friend,1811,Others
6819b3f340eb864d19c3e696,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-08 15:04:51.773,KFC Bill,3731,Food and Dining
6819b3f340eb864d19c3e697,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-23 19:36:26.905,Cafe Coffee Day,5681,Food and Dining
6819b3f340eb864d19c3e698,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-06 13:39:15.308,Barbeque Nation,2342,Food and Dining
6819b3f340eb864d19c3e699,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-17 16:21:34.605,Starbucks Coffee,4964,Food and Dining
6819b3f340eb864d19c3e69a,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-27 09:56:35.424,UberEats,3124,Food and Dining
6819b3f340eb864d19c3e69b,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-10 12:33:27.569,UberEats,4928,Food and Dining
6819b3f340eb864d19c3e69c,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-01 19:11:49.350,UberEats,4457,Food and Dining
6819b3f340eb864d19c3e69d,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-26 04:26:27.402,Barbeque Nation,6895,Food and Dining
6819b3f340eb864d19c3e69e,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-15 10:40:08.372,McDonald's,5947,Food and Dining
6819b3f340eb864d19c3e69f,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-15 05:53:04.906,Swiggy Payment,37760,Food and Dining
6819b3f340eb864d19c3e6a0,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-31 23:54:59.806,Fuel Station HP,3994,Transportation
6819b3f340eb864d19c3e6a1,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-10 07:40:43.621,Auto Fare,62,Transportation
6819b3f340eb864d19c3e6a2,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-07 19:48:14.831,Uber Ride,731,Transportation
6819b3f340eb864d19c3e6a3,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-26 16:59:28.149,Metro Card Recharge,3468,Transportation
6819b3f340eb864d19c3e6a4,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-14 09:30:51.218,Ola Cabs,321,Transportation
6819b3f340eb864d19c3e6a5,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-18 03:13:12.534,Ola Cabs,6689,Transportation
6819b3f340eb864d19c3e6a6,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-16 04:17:51.918,Fuel Station HP,13507,Transportation
6819b3f340eb864d19c3e6a7,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-16 21:42:41.991,Indian Oil Petrol,11767,Transportation
6819b3f340eb864d19c3e6a8,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-15 23:54:19.058,Fuel Station HP,10178,Transportation
6819b3f340eb864d19c3e6a9,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-14 20:06:31.326,Bharat Petroleum,3673,Transportation
6819b3f340eb864d19c3e6aa,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-19 10:04:23.746,Ajio,2640,Shopping
6819b3f340eb864d19c3e6ab,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-10 22:18:56.236,D-Mart Shopping,684,Shopping
6819b3f340eb864d19c3e6ac,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-29 06:31:26.250,Ajio,5113,Shopping
6819b3f340eb864d19c3e6ad,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-27 03:09:38.372,Reliance Trends,5600,Shopping
6819b3f340eb864d19c3e6ae,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-17 18:24:53.950,Big Bazaar,2388,Shopping
6819b3f340eb864d19c3e6af,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-23 18:31:29.268,Ajio,1943,Shopping
6819b3f340eb864d19c3e6b0,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-18 10:20:04.410,Shopper's Stop,4461,Shopping
6819b3f340eb864d19c3e6b1,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-24 17:12:52.268,Tata CLiQ,6092,Shopping
6819b3f340eb864d19c3e6b2,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-12 00:31:44.786,Shopper's Stop,2987,Shopping
6819b3f340eb864d19c3e6b3,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-30 23:53:25.914,Shopper's Stop,3236,Shopping
6819b3f340eb864d19c3e6b4,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-08 14:09:55.472,Nykaa Cosmetics,3642,Shopping
6819b3f340eb864d19c3e6b5,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-16 13:16:09.734,Nykaa Cosmetics,5724,Shopping
6819b3f340eb864d19c3e6b6,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-21 09:15:18.452,Big Bazaar,1882,Shopping
6819b3f340eb864d19c3e6b7,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-10 08:30:49.514,D-Mart Shopping,244,Shopping
6819b3f340eb864d19c3e6b8,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-26 11:30:26.170,Reliance Trends,772,Shopping
6819b3f340eb864d19c3e6b9,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-05 02:56:31.947,Vodafone Postpaid,432,Bills and Utilities
6819b3f340eb864d19c3e6ba,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-31 09:59:55.943,Electricity Bill TNEB,2811,Bills and Utilities
6819b3f340eb864d19c3e6bb,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-01 13:55:47.738,MTNL Landline,292,Bills and Utilities
6819b3f340eb864d19c3e6bc,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-18 10:43:13.163,Gas Bill Mahanagar Gas,3960,Bills and Utilities
6819b3f340eb864d19c3e6bd,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-08 17:38:57.063,MTNL Landline,6589,Bills and Utilities
6819b3f340eb864d19c3e6be,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-09 19:18:37.355,Water Bill BWSSB,8712,Bills and Utilities
6819b3f340eb864d19c3e6bf,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-14 14:25:11.457,Electricity Bill TNEB,10581,Bills and Utilities
6819b3f340eb864d19c3e6c0,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-20 10:27:07.277,Gas Bill Mahanagar Gas,3471,Bills and Utilities
6819b3f340eb864d19c3e6c1,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-19 03:18:19.986,Tata Power Bill,5,Bills and Utilities
6819b3f340eb864d19c3e6c2,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-09 19:12:00.614,Vodafone Postpaid,11446,Bills and Utilities
6819b3f340eb864d19c3e6c3,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-23 22:11:21.566,Eventbrite Tickets,2136,Entertainment
6819b3f340eb864d19c3e6c4,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-16 00:58:27.338,Fun City Tickets,2791,Entertainment
6819b3f340eb864d19c3e6c5,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-01 05:10:18.106,Fun City Tickets,6011,Entertainment
6819b3f340eb864d19c3e6c6,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-16 14:02:05.424,Movie Ticket BookMyShow,1359,Entertainment
6819b3f340eb864d19c3e6c7,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-20 22:30:22.529,Eventbrite Tickets,6310,Entertainment
6819b3f340eb864d19c3e6c8,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-21 14:59:55.511,Eventbrite Tickets,1129,Entertainment
6819b3f340eb864d19c3e6c9,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-14 19:42:04.354,Concert Booking,4592,Entertainment
6819b3f340eb864d19c3e6ca,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-16 04:29:57.637,Las Vegas Casino Entry,893,Entertainment
6819b3f340eb864d19c3e6cb,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-18 07:44:02.859,PVR Cinemas Tickets,5512,Entertainment
6819b3f340eb864d19c3e6cc,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-21 00:19:34.967,Fun City Tickets,13072,Entertainment
6819b3f340eb864d19c3e6cd,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-05 02:53:29.428,EaseMyTrip,4830,Travel
6819b3f340eb864d19c3e6ce,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-27 10:25:32.918,Air India,4246,Travel
6819b3f340eb864d19c3e6cf,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-21 16:56:29.923,Air India,656,Travel
6819b3f340eb864d19c3e6d0,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-04 10:19:08.556,Booking.com Hotel,5434,Travel
6819b3f340eb864d19c3e6d1,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-04 13:36:57.123,Yatra Flight,4148,Travel
6819b3f340eb864d19c3e6d2,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-23 02:56:47.797,Air India,464,Travel
6819b3f340eb864d19c3e6d3,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-23 06:36:12.243,MakeMyTrip Booking,4474,Travel
6819b3f340eb864d19c3e6d4,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-01 02:19:50.065,Booking.com Hotel,3137,Travel
6819b3f340eb864d19c3e6d5,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-28 19:01:23.800,Redbus Ticket,6294,Travel
6819b3f340eb864d19c3e6d6,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-24 20:10:24.067,MakeMyTrip Booking,7565,Travel
6819b3f340eb864d19c3e6d7,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-13 05:41:54.232,Fortis Healthcare,487,Health
6819b3f340eb864d19c3e6d8,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-12 07:51:58.430,Fortis Healthcare,2691,Health
6819b3f340eb864d19c3e6d9,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-10 13:07:31.120,Apollo Pharmacy,3512,Health
6819b3f340eb864d19c3e6da,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-14 20:50:09.319,1mg Order,3111,Health
6819b3f340eb864d19c3e6db,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-28 13:47:53.868,1mg Order,5323,Health
6819b3f340eb864d19c3e6dc,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-28 15:03:56.255,Max Hospital,629,Health
6819b3f340eb864d19c3e6dd,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-27 22:17:11.081,Fortis Healthcare,388,Health
6819b3f340eb864d19c3e6de,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-19 21:11:56.382,1mg Order,3463,Health
6819b3f340eb864d19c3e6df,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-02-23 05:28:29.791,Fortis Healthcare,6569,Health
6819b3f340eb864d19c3e6e0,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-16 13:10:11.151,MedPlus Medicine,1738,Health
6819b3f340eb864d19c3e6e1,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-11 15:19:58.564,Unacademy Plan,1660,Education
6819b3f340eb864d19c3e6e2,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-04-29 22:14:36.621,Coursera Payment,1477,Education
6819b3f340eb864d19c3e6e3,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-01-14 11:36:58.939,Skillshare Learning,915,Education
6819b3f340eb864d19c3e6e4,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-17 19:09:40.260,Byju's Subscription,2601,Education
6819b3f340eb864d19c3e6e5,6819921664cc431469081bd9,68199cea8433e7fef4277a39,2025-03-15 08:39:14.785,Unacademy Plan,2627,Education
